"sep=,"
id,timestamp,accuracy,loss,correct,incorrect,total,c.B2.tp,c.B2.fn,c.B2.fp,c.B3.tp,c.B3.fn,c.B3.fp,c.B4.tp,c.B4.fn,c.B4.fp,c.UPS.tp,c.UPS.fn,c.UPS.fp,c.VS.tp,c.VS.fn,c.VS.fp,c.VSV.tp,c.VSV.fn,c.VSV.fp,env.os,env.platform,env.sox,env.java.1,env.java.2,env.java.3,env.keras,env.tf,env.gpu,pipeline.AudioLoadTask,pipeline.AudioLoadTask.mdb,pipeline.AudioLoadTask.dataset_name,pipeline.AudioLoadTask.source,pipeline.ExtractLabelPartsTask,pipeline.ExtractLabelPartsTask.fixed_length,pipeline.CreateSpectrogramTask,pipeline.CreateSpectrogramTask.sampling_rate,pipeline.CreateSpectrogramTask.x_pixels_per_sec,pipeline.CreateSpectrogramTask.height,pipeline.CreateSpectrogramTask.window,pipeline.ExtractPixelsTask,pipeline.KFoldSeparationTask,pipeline.KFoldSeparationTask.k,pipeline.KFoldSeparationTask.val_bins,pipeline.KFoldSeparationTask.test_bins,pipeline.KFoldSeparationTask.n,pipeline.CreateNNModelTask,pipeline.CreateNNModelTask.name,pipeline.CreateNNModelTask.model.name,pipeline.CreateNNModelTask.model.layers.1.class_name,pipeline.CreateNNModelTask.model.layers.1.config.batch_input_shape.3,pipeline.CreateNNModelTask.model.layers.1.config.dtype,pipeline.CreateNNModelTask.model.layers.1.config.sparse,pipeline.CreateNNModelTask.model.layers.1.config.ragged,pipeline.CreateNNModelTask.model.layers.1.config.name,pipeline.CreateNNModelTask.model.layers.2.class_name,pipeline.CreateNNModelTask.model.layers.2.config.name,pipeline.CreateNNModelTask.model.layers.2.config.trainable,pipeline.CreateNNModelTask.model.layers.2.config.dtype,pipeline.CreateNNModelTask.model.layers.2.config.return_sequences,pipeline.CreateNNModelTask.model.layers.2.config.return_state,pipeline.CreateNNModelTask.model.layers.2.config.go_backwards,pipeline.CreateNNModelTask.model.layers.2.config.stateful,pipeline.CreateNNModelTask.model.layers.2.config.unroll,pipeline.CreateNNModelTask.model.layers.2.config.time_major,pipeline.CreateNNModelTask.model.layers.2.config.units,pipeline.CreateNNModelTask.model.layers.2.config.activation,pipeline.CreateNNModelTask.model.layers.2.config.recurrent_activation,pipeline.CreateNNModelTask.model.layers.2.config.use_bias,pipeline.CreateNNModelTask.model.layers.2.config.kernel_initializer.class_name,pipeline.CreateNNModelTask.model.layers.2.config.recurrent_initializer.class_name,pipeline.CreateNNModelTask.model.layers.2.config.recurrent_initializer.config.gain,pipeline.CreateNNModelTask.model.layers.2.config.bias_initializer.class_name,pipeline.CreateNNModelTask.model.layers.2.config.unit_forget_bias,pipeline.CreateNNModelTask.model.layers.2.config.dropout,pipeline.CreateNNModelTask.model.layers.2.config.recurrent_dropout,pipeline.CreateNNModelTask.model.layers.2.config.implementation,pipeline.CreateNNModelTask.model.layers.3.class_name,pipeline.CreateNNModelTask.model.layers.3.config.name,pipeline.CreateNNModelTask.model.layers.3.config.trainable,pipeline.CreateNNModelTask.model.layers.3.config.dtype,pipeline.CreateNNModelTask.model.layers.3.config.return_sequences,pipeline.CreateNNModelTask.model.layers.3.config.return_state,pipeline.CreateNNModelTask.model.layers.3.config.go_backwards,pipeline.CreateNNModelTask.model.layers.3.config.stateful,pipeline.CreateNNModelTask.model.layers.3.config.unroll,pipeline.CreateNNModelTask.model.layers.3.config.time_major,pipeline.CreateNNModelTask.model.layers.3.config.units,pipeline.CreateNNModelTask.model.layers.3.config.activation,pipeline.CreateNNModelTask.model.layers.3.config.recurrent_activation,pipeline.CreateNNModelTask.model.layers.3.config.use_bias,pipeline.CreateNNModelTask.model.layers.3.config.kernel_initializer.class_name,pipeline.CreateNNModelTask.model.layers.3.config.recurrent_initializer.class_name,pipeline.CreateNNModelTask.model.layers.3.config.recurrent_initializer.config.gain,pipeline.CreateNNModelTask.model.layers.3.config.bias_initializer.class_name,pipeline.CreateNNModelTask.model.layers.3.config.unit_forget_bias,pipeline.CreateNNModelTask.model.layers.3.config.dropout,pipeline.CreateNNModelTask.model.layers.3.config.recurrent_dropout,pipeline.CreateNNModelTask.model.layers.3.config.implementation,pipeline.CreateNNModelTask.model.layers.4.class_name,pipeline.CreateNNModelTask.model.layers.4.config.name,pipeline.CreateNNModelTask.model.layers.4.config.trainable,pipeline.CreateNNModelTask.model.layers.4.config.dtype,pipeline.CreateNNModelTask.model.layers.4.config.units,pipeline.CreateNNModelTask.model.layers.4.config.activation,pipeline.CreateNNModelTask.model.layers.4.config.use_bias,pipeline.CreateNNModelTask.model.layers.4.config.kernel_initializer.class_name,pipeline.CreateNNModelTask.model.layers.4.config.bias_initializer.class_name,pipeline.CreateNNModelTask.model.layers.5.class_name,pipeline.CreateNNModelTask.model.layers.5.config.name,pipeline.CreateNNModelTask.model.layers.5.config.trainable,pipeline.CreateNNModelTask.model.layers.5.config.dtype,pipeline.CreateNNModelTask.model.layers.5.config.rate,pipeline.CreateNNModelTask.model.layers.6.class_name,pipeline.CreateNNModelTask.model.layers.6.config.name,pipeline.CreateNNModelTask.model.layers.6.config.trainable,pipeline.CreateNNModelTask.model.layers.6.config.dtype,pipeline.CreateNNModelTask.model.layers.6.config.units,pipeline.CreateNNModelTask.model.layers.6.config.activation,pipeline.CreateNNModelTask.model.layers.6.config.use_bias,pipeline.CreateNNModelTask.model.layers.6.config.kernel_initializer.class_name,pipeline.CreateNNModelTask.model.layers.6.config.bias_initializer.class_name,pipeline.CreateNNModelTask.model.layers.7.class_name,pipeline.CreateNNModelTask.model.layers.7.config.name,pipeline.CreateNNModelTask.model.layers.7.config.trainable,pipeline.CreateNNModelTask.model.layers.7.config.dtype,pipeline.CreateNNModelTask.model.layers.7.config.rate,pipeline.CreateNNModelTask.model.layers.8.class_name,pipeline.CreateNNModelTask.model.layers.8.config.name,pipeline.CreateNNModelTask.model.layers.8.config.trainable,pipeline.CreateNNModelTask.model.layers.8.config.dtype,pipeline.CreateNNModelTask.model.layers.8.config.units,pipeline.CreateNNModelTask.model.layers.8.config.activation,pipeline.CreateNNModelTask.model.layers.8.config.use_bias,pipeline.CreateNNModelTask.model.layers.8.config.kernel_initializer.class_name,pipeline.CreateNNModelTask.model.layers.8.config.bias_initializer.class_name,pipeline.CreateNNModelTask.prepare_args.add_dim,pipeline.TrainNNModelTask,pipeline.TrainNNModelTask.epochs,pipeline.TrainNNModelTask.save_every,pipeline.RecognizeNNTask,pipeline.RecognizeNNTask.validate.AudioLoadTask,pipeline.RecognizeNNTask.validate.AudioLoadTask.mdb,pipeline.RecognizeNNTask.validate.AudioLoadTask.dataset_name,pipeline.RecognizeNNTask.validate.AudioLoadTask.source,pipeline.RecognizeNNTask.validate.ExtractLabelPartsTask,pipeline.RecognizeNNTask.validate.ExtractLabelPartsTask.fixed_length,pipeline.RecognizeNNTask.validate.CreateSpectrogramTask,pipeline.RecognizeNNTask.validate.CreateSpectrogramTask.sampling_rate,pipeline.RecognizeNNTask.validate.CreateSpectrogramTask.x_pixels_per_sec,pipeline.RecognizeNNTask.validate.CreateSpectrogramTask.height,pipeline.RecognizeNNTask.validate.CreateSpectrogramTask.window,pipeline.RecognizeNNTask.validate.ExtractPixelsTask,pipeline.RecognizeNNTask.validate.KFoldSeparationTask,pipeline.RecognizeNNTask.validate.KFoldSeparationTask.k,pipeline.RecognizeNNTask.validate.KFoldSeparationTask.val_bins,pipeline.RecognizeNNTask.validate.KFoldSeparationTask.test_bins,pipeline.RecognizeNNTask.validate.KFoldSeparationTask.n,pipeline.RecognizeNNTask.model_path,pipeline.ExtractionJSONTask
nn_lstm_sct_padded_nrs0xpps2000h256_raw_100/35e6cd90958027d1a814d078c8c93ef8d0d6cffc/rec/rec_33d380a8a9f2c8d9f27aa98c04ec244a9621be4d_e66.report,2020-11-11T15:17:57Z,0.5151515151515151,1.5006524583211927,68,64,132,11,11,26,7,15,7,12,10,18,22,0,2,10,12,6,6,16,5,Linux,Linux-3.10.0-1127.19.1.el7.x86_64-x86_64-with-glibc2.10,14.4.2,"openjdk version ""1.8.0_262""",OpenJDK Runtime Environment (build 1.8.0_262-b10),"OpenJDK 64-Bit Server VM (build 25.262-b10, mixed mode)",2.4.0,2.3.1,"device: 0, name: Tesla P100-PCIE-12GB, pci bus id: 0000:05:00.0, compute capability: 6.0",1,simple_call_test/metadata.json,simple_call_test,simple_call_test/audio,2,True,3,500000,2000,256,Ham,4,5,8,1,2,7,6,lstm_sct_padded_nrs0xpps2000h256_raw_100,sequential,InputLayer,256,float32,False,True,input_1,LSTM,lstm,True,float32,True,False,False,False,False,False,256,tanh,sigmoid,True,GlorotUniform,Orthogonal,1.0,Zeros,True,0.0,0.0,2,LSTM,lstm_1,True,float32,False,False,False,False,False,False,256,tanh,sigmoid,True,GlorotUniform,Orthogonal,1.0,Zeros,True,0.0,0.0,2,Dense,dense,True,float32,1024,linear,True,GlorotUniform,Zeros,Dropout,dropout,True,float32,0.5,Dense,dense_1,True,float32,1024,linear,True,GlorotUniform,Zeros,Dropout,dropout_1,True,float32,0.5,Dense,dense_2,True,float32,6,softmax,True,GlorotUniform,Zeros,False,7,100,100,8,1,simple_call_test/metadata.json,simple_call_test,simple_call_test/audio,2,True,3,500000,2000,256,Ham,4,5,8,1,2,7,simple_call_test/models/nn_lstm_sct_padded_nrs0xpps2000h256_raw_100/35e6cd90958027d1a814d078c8c93ef8d0d6cffc/best_val_acc_e066_v0.5909.h5,9
