"sep=,"
id,timestamp,val_acc_m,val_acc_d,val_loss_m,val_loss_d,test_acc_m,test_acc_d,test_loss_m,test_loss_d,epoch_m,epoch_d,env.os,env.platform,env.sox,env.java.1,env.java.2,env.java.3,env.keras,env.tf,env.gpu,pipeline.AudioLoadTask,pipeline.AudioLoadTask.mdb,pipeline.AudioLoadTask.dataset_name,pipeline.AudioLoadTask.source,pipeline.ExtractLabelPartsTask,pipeline.ExtractLabelPartsTask.fixed_length,pipeline.ExtractLabelPartsTask.padded_left,pipeline.NoiseReduceTask,pipeline.NoiseReduceTask.sensitivity,pipeline.NoiseReduceTask.noise.AudioLoadTask,pipeline.NoiseReduceTask.noise.AudioLoadTask.mdb,pipeline.NoiseReduceTask.noise.AudioLoadTask.dataset_name,pipeline.NoiseReduceTask.noise.AudioLoadTask.source,pipeline.NoiseReduceTask.noise.SilentAudioTask,pipeline.NoiseReduceTask.noise.SilentAudioTask.max_length,pipeline.NoiseReduceTask.noise.NoiseProfileTask,pipeline.CreateSpectrogramTask,pipeline.CreateSpectrogramTask.sampling_rate,pipeline.CreateSpectrogramTask.x_pixels_per_sec,pipeline.CreateSpectrogramTask.height,pipeline.CreateSpectrogramTask.window,pipeline.ExtractHOGHWRecogTask,pipeline.KFoldSeparationTask,pipeline.KFoldSeparationTask.k,pipeline.KFoldSeparationTask.val_bins,pipeline.KFoldSeparationTask.test_bins,pipeline.ParallelTask,pipeline.ParallelTask.action,pipeline.ParallelTask.kwargs.name,pipeline.ParallelTask.kwargs.model.name,pipeline.ParallelTask.kwargs.model.layers.1.class_name,pipeline.ParallelTask.kwargs.model.layers.1.config.batch_input_shape.2,pipeline.ParallelTask.kwargs.model.layers.1.config.batch_input_shape.3,pipeline.ParallelTask.kwargs.model.layers.1.config.dtype,pipeline.ParallelTask.kwargs.model.layers.1.config.sparse,pipeline.ParallelTask.kwargs.model.layers.1.config.ragged,pipeline.ParallelTask.kwargs.model.layers.1.config.name,pipeline.ParallelTask.kwargs.model.layers.2.class_name,pipeline.ParallelTask.kwargs.model.layers.2.config.name,pipeline.ParallelTask.kwargs.model.layers.2.config.trainable,pipeline.ParallelTask.kwargs.model.layers.2.config.batch_input_shape.2,pipeline.ParallelTask.kwargs.model.layers.2.config.batch_input_shape.3,pipeline.ParallelTask.kwargs.model.layers.2.config.dtype,pipeline.ParallelTask.kwargs.model.layers.2.config.filters,pipeline.ParallelTask.kwargs.model.layers.2.config.kernel_size.1,pipeline.ParallelTask.kwargs.model.layers.2.config.strides.1,pipeline.ParallelTask.kwargs.model.layers.2.config.padding,pipeline.ParallelTask.kwargs.model.layers.2.config.data_format,pipeline.ParallelTask.kwargs.model.layers.2.config.dilation_rate.1,pipeline.ParallelTask.kwargs.model.layers.2.config.groups,pipeline.ParallelTask.kwargs.model.layers.2.config.activation,pipeline.ParallelTask.kwargs.model.layers.2.config.use_bias,pipeline.ParallelTask.kwargs.model.layers.2.config.kernel_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.2.config.bias_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.3.class_name,pipeline.ParallelTask.kwargs.model.layers.3.config.name,pipeline.ParallelTask.kwargs.model.layers.3.config.trainable,pipeline.ParallelTask.kwargs.model.layers.3.config.dtype,pipeline.ParallelTask.kwargs.model.layers.3.config.strides.1,pipeline.ParallelTask.kwargs.model.layers.3.config.pool_size.1,pipeline.ParallelTask.kwargs.model.layers.3.config.padding,pipeline.ParallelTask.kwargs.model.layers.3.config.data_format,pipeline.ParallelTask.kwargs.model.layers.4.class_name,pipeline.ParallelTask.kwargs.model.layers.4.config.name,pipeline.ParallelTask.kwargs.model.layers.4.config.trainable,pipeline.ParallelTask.kwargs.model.layers.4.config.dtype,pipeline.ParallelTask.kwargs.model.layers.4.config.filters,pipeline.ParallelTask.kwargs.model.layers.4.config.kernel_size.1,pipeline.ParallelTask.kwargs.model.layers.4.config.strides.1,pipeline.ParallelTask.kwargs.model.layers.4.config.padding,pipeline.ParallelTask.kwargs.model.layers.4.config.data_format,pipeline.ParallelTask.kwargs.model.layers.4.config.dilation_rate.1,pipeline.ParallelTask.kwargs.model.layers.4.config.groups,pipeline.ParallelTask.kwargs.model.layers.4.config.activation,pipeline.ParallelTask.kwargs.model.layers.4.config.use_bias,pipeline.ParallelTask.kwargs.model.layers.4.config.kernel_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.4.config.bias_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.5.class_name,pipeline.ParallelTask.kwargs.model.layers.5.config.name,pipeline.ParallelTask.kwargs.model.layers.5.config.trainable,pipeline.ParallelTask.kwargs.model.layers.5.config.dtype,pipeline.ParallelTask.kwargs.model.layers.5.config.strides.1,pipeline.ParallelTask.kwargs.model.layers.5.config.pool_size.1,pipeline.ParallelTask.kwargs.model.layers.5.config.padding,pipeline.ParallelTask.kwargs.model.layers.5.config.data_format,pipeline.ParallelTask.kwargs.model.layers.6.class_name,pipeline.ParallelTask.kwargs.model.layers.6.config.name,pipeline.ParallelTask.kwargs.model.layers.6.config.trainable,pipeline.ParallelTask.kwargs.model.layers.6.config.dtype,pipeline.ParallelTask.kwargs.model.layers.6.config.filters,pipeline.ParallelTask.kwargs.model.layers.6.config.kernel_size.1,pipeline.ParallelTask.kwargs.model.layers.6.config.strides.1,pipeline.ParallelTask.kwargs.model.layers.6.config.padding,pipeline.ParallelTask.kwargs.model.layers.6.config.data_format,pipeline.ParallelTask.kwargs.model.layers.6.config.dilation_rate.1,pipeline.ParallelTask.kwargs.model.layers.6.config.groups,pipeline.ParallelTask.kwargs.model.layers.6.config.activation,pipeline.ParallelTask.kwargs.model.layers.6.config.use_bias,pipeline.ParallelTask.kwargs.model.layers.6.config.kernel_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.6.config.bias_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.7.class_name,pipeline.ParallelTask.kwargs.model.layers.7.config.name,pipeline.ParallelTask.kwargs.model.layers.7.config.trainable,pipeline.ParallelTask.kwargs.model.layers.7.config.dtype,pipeline.ParallelTask.kwargs.model.layers.7.config.strides.1,pipeline.ParallelTask.kwargs.model.layers.7.config.pool_size.1,pipeline.ParallelTask.kwargs.model.layers.7.config.padding,pipeline.ParallelTask.kwargs.model.layers.7.config.data_format,pipeline.ParallelTask.kwargs.model.layers.8.class_name,pipeline.ParallelTask.kwargs.model.layers.8.config.name,pipeline.ParallelTask.kwargs.model.layers.8.config.trainable,pipeline.ParallelTask.kwargs.model.layers.8.config.dtype,pipeline.ParallelTask.kwargs.model.layers.8.config.filters,pipeline.ParallelTask.kwargs.model.layers.8.config.kernel_size.1,pipeline.ParallelTask.kwargs.model.layers.8.config.strides.1,pipeline.ParallelTask.kwargs.model.layers.8.config.padding,pipeline.ParallelTask.kwargs.model.layers.8.config.data_format,pipeline.ParallelTask.kwargs.model.layers.8.config.dilation_rate.1,pipeline.ParallelTask.kwargs.model.layers.8.config.groups,pipeline.ParallelTask.kwargs.model.layers.8.config.activation,pipeline.ParallelTask.kwargs.model.layers.8.config.use_bias,pipeline.ParallelTask.kwargs.model.layers.8.config.kernel_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.8.config.bias_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.9.class_name,pipeline.ParallelTask.kwargs.model.layers.9.config.name,pipeline.ParallelTask.kwargs.model.layers.9.config.trainable,pipeline.ParallelTask.kwargs.model.layers.9.config.dtype,pipeline.ParallelTask.kwargs.model.layers.9.config.strides.1,pipeline.ParallelTask.kwargs.model.layers.9.config.pool_size.1,pipeline.ParallelTask.kwargs.model.layers.9.config.padding,pipeline.ParallelTask.kwargs.model.layers.9.config.data_format,pipeline.ParallelTask.kwargs.model.layers.10.class_name,pipeline.ParallelTask.kwargs.model.layers.10.config.name,pipeline.ParallelTask.kwargs.model.layers.10.config.trainable,pipeline.ParallelTask.kwargs.model.layers.10.config.dtype,pipeline.ParallelTask.kwargs.model.layers.10.config.filters,pipeline.ParallelTask.kwargs.model.layers.10.config.kernel_size.1,pipeline.ParallelTask.kwargs.model.layers.10.config.strides.1,pipeline.ParallelTask.kwargs.model.layers.10.config.padding,pipeline.ParallelTask.kwargs.model.layers.10.config.data_format,pipeline.ParallelTask.kwargs.model.layers.10.config.dilation_rate.1,pipeline.ParallelTask.kwargs.model.layers.10.config.groups,pipeline.ParallelTask.kwargs.model.layers.10.config.activation,pipeline.ParallelTask.kwargs.model.layers.10.config.use_bias,pipeline.ParallelTask.kwargs.model.layers.10.config.kernel_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.10.config.bias_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.11.class_name,pipeline.ParallelTask.kwargs.model.layers.11.config.name,pipeline.ParallelTask.kwargs.model.layers.11.config.trainable,pipeline.ParallelTask.kwargs.model.layers.11.config.dtype,pipeline.ParallelTask.kwargs.model.layers.11.config.strides.1,pipeline.ParallelTask.kwargs.model.layers.11.config.pool_size.1,pipeline.ParallelTask.kwargs.model.layers.11.config.padding,pipeline.ParallelTask.kwargs.model.layers.11.config.data_format,pipeline.ParallelTask.kwargs.model.layers.12.class_name,pipeline.ParallelTask.kwargs.model.layers.12.config.name,pipeline.ParallelTask.kwargs.model.layers.12.config.trainable,pipeline.ParallelTask.kwargs.model.layers.12.config.dtype,pipeline.ParallelTask.kwargs.model.layers.12.config.filters,pipeline.ParallelTask.kwargs.model.layers.12.config.kernel_size.1,pipeline.ParallelTask.kwargs.model.layers.12.config.strides.1,pipeline.ParallelTask.kwargs.model.layers.12.config.padding,pipeline.ParallelTask.kwargs.model.layers.12.config.data_format,pipeline.ParallelTask.kwargs.model.layers.12.config.dilation_rate.1,pipeline.ParallelTask.kwargs.model.layers.12.config.groups,pipeline.ParallelTask.kwargs.model.layers.12.config.activation,pipeline.ParallelTask.kwargs.model.layers.12.config.use_bias,pipeline.ParallelTask.kwargs.model.layers.12.config.kernel_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.12.config.bias_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.13.class_name,pipeline.ParallelTask.kwargs.model.layers.13.config.name,pipeline.ParallelTask.kwargs.model.layers.13.config.trainable,pipeline.ParallelTask.kwargs.model.layers.13.config.dtype,pipeline.ParallelTask.kwargs.model.layers.13.config.strides.1,pipeline.ParallelTask.kwargs.model.layers.13.config.pool_size.1,pipeline.ParallelTask.kwargs.model.layers.13.config.padding,pipeline.ParallelTask.kwargs.model.layers.13.config.data_format,pipeline.ParallelTask.kwargs.model.layers.14.class_name,pipeline.ParallelTask.kwargs.model.layers.14.config.name,pipeline.ParallelTask.kwargs.model.layers.14.config.trainable,pipeline.ParallelTask.kwargs.model.layers.14.config.dtype,pipeline.ParallelTask.kwargs.model.layers.14.config.data_format,pipeline.ParallelTask.kwargs.model.layers.15.class_name,pipeline.ParallelTask.kwargs.model.layers.15.config.name,pipeline.ParallelTask.kwargs.model.layers.15.config.trainable,pipeline.ParallelTask.kwargs.model.layers.15.config.dtype,pipeline.ParallelTask.kwargs.model.layers.15.config.units,pipeline.ParallelTask.kwargs.model.layers.15.config.activation,pipeline.ParallelTask.kwargs.model.layers.15.config.use_bias,pipeline.ParallelTask.kwargs.model.layers.15.config.kernel_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.15.config.bias_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.16.class_name,pipeline.ParallelTask.kwargs.model.layers.16.config.name,pipeline.ParallelTask.kwargs.model.layers.16.config.trainable,pipeline.ParallelTask.kwargs.model.layers.16.config.dtype,pipeline.ParallelTask.kwargs.model.layers.16.config.rate,pipeline.ParallelTask.kwargs.model.layers.17.class_name,pipeline.ParallelTask.kwargs.model.layers.17.config.name,pipeline.ParallelTask.kwargs.model.layers.17.config.trainable,pipeline.ParallelTask.kwargs.model.layers.17.config.dtype,pipeline.ParallelTask.kwargs.model.layers.17.config.units,pipeline.ParallelTask.kwargs.model.layers.17.config.activation,pipeline.ParallelTask.kwargs.model.layers.17.config.use_bias,pipeline.ParallelTask.kwargs.model.layers.17.config.kernel_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.17.config.bias_initializer.class_name,pipeline.ParallelTask.kwargs.prepare_args.add_dim,pipeline.ParallelTask.pfl_suffix,pipeline.ParallelTask.pfl_inject.validate,pipeline.ParallelTask.kwargs.epochs,pipeline.ParallelTask.kwargs.save_every,pipeline.ParallelTask.kwargs.validate.AudioLoadTask,pipeline.ParallelTask.kwargs.validate.AudioLoadTask.mdb,pipeline.ParallelTask.kwargs.validate.AudioLoadTask.dataset_name,pipeline.ParallelTask.kwargs.validate.AudioLoadTask.source,pipeline.ParallelTask.kwargs.validate.ExtractLabelPartsTask,pipeline.ParallelTask.kwargs.validate.ExtractLabelPartsTask.fixed_length,pipeline.ParallelTask.kwargs.validate.ExtractLabelPartsTask.padded_left,pipeline.ParallelTask.kwargs.validate.NoiseReduceTask,pipeline.ParallelTask.kwargs.validate.NoiseReduceTask.sensitivity,pipeline.ParallelTask.kwargs.validate.NoiseReduceTask.noise.AudioLoadTask,pipeline.ParallelTask.kwargs.validate.NoiseReduceTask.noise.AudioLoadTask.mdb,pipeline.ParallelTask.kwargs.validate.NoiseReduceTask.noise.AudioLoadTask.dataset_name,pipeline.ParallelTask.kwargs.validate.NoiseReduceTask.noise.AudioLoadTask.source,pipeline.ParallelTask.kwargs.validate.NoiseReduceTask.noise.SilentAudioTask,pipeline.ParallelTask.kwargs.validate.NoiseReduceTask.noise.SilentAudioTask.max_length,pipeline.ParallelTask.kwargs.validate.NoiseReduceTask.noise.NoiseProfileTask,pipeline.ParallelTask.kwargs.validate.CreateSpectrogramTask,pipeline.ParallelTask.kwargs.validate.CreateSpectrogramTask.sampling_rate,pipeline.ParallelTask.kwargs.validate.CreateSpectrogramTask.x_pixels_per_sec,pipeline.ParallelTask.kwargs.validate.CreateSpectrogramTask.height,pipeline.ParallelTask.kwargs.validate.CreateSpectrogramTask.window,pipeline.ParallelTask.kwargs.validate.ExtractHOGHWRecogTask,pipeline.ParallelTask.kwargs.validate.KFoldSeparationTask,pipeline.ParallelTask.kwargs.validate.KFoldSeparationTask.k,pipeline.ParallelTask.kwargs.validate.KFoldSeparationTask.val_bins,pipeline.ParallelTask.kwargs.validate.KFoldSeparationTask.test_bins,pipeline.ParallelTask.kwargs.validate.KFoldSeparationTask.n,pipeline.ParallelTask.kwargs.model_path,pipeline.ParallelTask.pfl_inject.testing,pipeline.KFoldNNMergingTask,pipeline.KFoldNNMergingTask.report_name.1,val_acc.1,val_acc.2,val_acc.3,val_acc.4,val_acc.5,val_acc.6,val_acc.7,val_acc.8,val_loss.1,val_loss.2,val_loss.3,val_loss.4,val_loss.5,val_loss.6,val_loss.7,val_loss.8,test_acc.1,test_acc.2,test_acc.3,test_acc.4,test_acc.5,test_acc.6,test_acc.7,test_acc.8,test_loss.1,test_loss.2,test_loss.3,test_loss.4,test_loss.5,test_loss.6,test_loss.7,test_loss.8,epoch.1,epoch.2,epoch.3,epoch.4,epoch.5,epoch.6,epoch.7,epoch.8
nn_cnn_1d_sct_left_padded_nrs6xpps5000h512_hog_100/k-fold_6733-f0aa-279d-9d32-a608-3df2-ccd9-49ba/rec_k8_v1t2_e100_bva.report,2020-12-21T14:41:40Z,0.7897727191625,0.04468137451104429,1.8216843158125,0.9690154819109271,0.7263257575757576,0.06924821416205144,0.917873946965494,0.16914006076281984,58.375,25.966668194877393,Linux,Linux-3.10.0-1127.19.1.el7.x86_64-x86_64-with-glibc2.10,14.4.2,"openjdk version ""1.8.0_262""",OpenJDK Runtime Environment (build 1.8.0_262-b10),"OpenJDK 64-Bit Server VM (build 25.262-b10, mixed mode)",2.4.0,2.3.1,"device: 0, name: Tesla P100-PCIE-12GB, pci bus id: 0000:87:00.0, compute capability: 6.0",1,simple_call_test/metadata.json,simple_call_test,simple_call_test/audio,2,True,True,3,6,1,simple_call_test/metadata.json,simple_call_test,simple_call_test/audio,2,0.2004000000000019,3,4,500000,5000,512,Ham,5,6,8,1,2,10,recognize_best_val_acc,cnn_1d_sct_left_padded_nrs6xpps5000h512_hog_100,sequential,InputLayer,489,288,float32,False,False,conv1d_input,Conv1D,conv1d,True,489,288,float32,32,3,1,valid,channels_last,1,1,relu,True,GlorotUniform,Zeros,MaxPooling1D,max_pooling1d,True,float32,2,2,valid,channels_last,Conv1D,conv1d_1,True,float32,64,3,1,valid,channels_last,1,1,relu,True,GlorotUniform,Zeros,MaxPooling1D,max_pooling1d_1,True,float32,2,2,valid,channels_last,Conv1D,conv1d_2,True,float32,64,3,1,valid,channels_last,1,1,relu,True,GlorotUniform,Zeros,MaxPooling1D,max_pooling1d_2,True,float32,2,2,valid,channels_last,Conv1D,conv1d_3,True,float32,128,3,1,valid,channels_last,1,1,relu,True,GlorotUniform,Zeros,MaxPooling1D,max_pooling1d_3,True,float32,2,2,valid,channels_last,Conv1D,conv1d_4,True,float32,256,3,1,valid,channels_last,1,1,relu,True,GlorotUniform,Zeros,MaxPooling1D,max_pooling1d_4,True,float32,2,2,valid,channels_last,Conv1D,conv1d_5,True,float32,256,3,1,valid,channels_last,1,1,relu,True,GlorotUniform,Zeros,MaxPooling1D,max_pooling1d_5,True,float32,2,2,valid,channels_last,Flatten,flatten,True,float32,channels_last,Dense,dense,True,float32,1024,relu,True,GlorotUniform,Zeros,Dropout,dropout,True,float32,0.5,Dense,dense_1,True,float32,6,softmax,True,GlorotUniform,Zeros,False,_bva,val,100,100,1,simple_call_test/metadata.json,simple_call_test,simple_call_test/audio,2,True,True,3,6,1,simple_call_test/metadata.json,simple_call_test,simple_call_test/audio,2,0.2004000000000019,3,4,500000,5000,512,Ham,5,6,8,1,2,0,simple_call_test/models/nn_cnn_1d_sct_left_padded_nrs6xpps5000h512_hog_100/6733a69bb8af2324aeeef80d6b1c87ce074ed6ab/best_val_acc_e092_v0.7424.h5,test,11,testing_sct_left_padded,0.7424242496,0.8333333135,0.8181818128,0.7727272511,0.8181818128,0.8333333135,0.7121211886,0.7878788114,3.9833738804,0.9988589287,2.1713557243,1.4786947966,1.0449893475,2.0412232876,1.3253867626,1.5295917988,0.7196969696969697,0.7121212121212122,0.7803030303030303,0.7575757575757576,0.7651515151515151,0.7954545454545454,0.5757575757575758,0.7045454545454546,1.1716017301222368,0.7036690893045976,0.9102449517825484,0.8481982210209225,0.6755245173215054,1.0201575587961598,1.0007136088238577,1.0128818985521237,92,46,88,57,34,64,16,70
