"sep=,"
id,timestamp,accuracy,loss,correct,incorrect,total,c.B2.tp,c.B2.fn,c.B2.fp,c.B3.tp,c.B3.fn,c.B3.fp,c.B4.tp,c.B4.fn,c.B4.fp,c.UPS.tp,c.UPS.fn,c.UPS.fp,c.VS.tp,c.VS.fn,c.VS.fp,c.VSV.tp,c.VSV.fn,c.VSV.fp,env.os,env.platform,env.sox,env.java.1,env.java.2,env.java.3,env.keras,env.tf,env.gpu,pipeline.AudioLoadTask,pipeline.AudioLoadTask.mdb,pipeline.AudioLoadTask.dataset_name,pipeline.AudioLoadTask.source,pipeline.ExtractLabelPartsTask,pipeline.ExtractLabelPartsTask.fixed_length,pipeline.ExtractLabelPartsTask.padded_left,pipeline.CreateSpectrogramTask,pipeline.CreateSpectrogramTask.sampling_rate,pipeline.CreateSpectrogramTask.x_pixels_per_sec,pipeline.CreateSpectrogramTask.height,pipeline.CreateSpectrogramTask.window,pipeline.ExtractHOGHWRecogTask,pipeline.KFoldSeparationTask,pipeline.KFoldSeparationTask.k,pipeline.KFoldSeparationTask.val_bins,pipeline.KFoldSeparationTask.test_bins,pipeline.KFoldSeparationTask.n,pipeline.CreateNNModelTask,pipeline.CreateNNModelTask.name,pipeline.CreateNNModelTask.model.name,pipeline.CreateNNModelTask.model.layers.1.class_name,pipeline.CreateNNModelTask.model.layers.1.config.batch_input_shape.2,pipeline.CreateNNModelTask.model.layers.1.config.batch_input_shape.3,pipeline.CreateNNModelTask.model.layers.1.config.batch_input_shape.4,pipeline.CreateNNModelTask.model.layers.1.config.dtype,pipeline.CreateNNModelTask.model.layers.1.config.sparse,pipeline.CreateNNModelTask.model.layers.1.config.ragged,pipeline.CreateNNModelTask.model.layers.1.config.name,pipeline.CreateNNModelTask.model.layers.2.class_name,pipeline.CreateNNModelTask.model.layers.2.config.name,pipeline.CreateNNModelTask.model.layers.2.config.trainable,pipeline.CreateNNModelTask.model.layers.2.config.batch_input_shape.2,pipeline.CreateNNModelTask.model.layers.2.config.batch_input_shape.3,pipeline.CreateNNModelTask.model.layers.2.config.batch_input_shape.4,pipeline.CreateNNModelTask.model.layers.2.config.dtype,pipeline.CreateNNModelTask.model.layers.2.config.filters,pipeline.CreateNNModelTask.model.layers.2.config.kernel_size.1,pipeline.CreateNNModelTask.model.layers.2.config.kernel_size.2,pipeline.CreateNNModelTask.model.layers.2.config.strides.1,pipeline.CreateNNModelTask.model.layers.2.config.strides.2,pipeline.CreateNNModelTask.model.layers.2.config.padding,pipeline.CreateNNModelTask.model.layers.2.config.data_format,pipeline.CreateNNModelTask.model.layers.2.config.dilation_rate.1,pipeline.CreateNNModelTask.model.layers.2.config.dilation_rate.2,pipeline.CreateNNModelTask.model.layers.2.config.groups,pipeline.CreateNNModelTask.model.layers.2.config.activation,pipeline.CreateNNModelTask.model.layers.2.config.use_bias,pipeline.CreateNNModelTask.model.layers.2.config.kernel_initializer.class_name,pipeline.CreateNNModelTask.model.layers.2.config.bias_initializer.class_name,pipeline.CreateNNModelTask.model.layers.3.class_name,pipeline.CreateNNModelTask.model.layers.3.config.name,pipeline.CreateNNModelTask.model.layers.3.config.trainable,pipeline.CreateNNModelTask.model.layers.3.config.dtype,pipeline.CreateNNModelTask.model.layers.3.config.pool_size.1,pipeline.CreateNNModelTask.model.layers.3.config.pool_size.2,pipeline.CreateNNModelTask.model.layers.3.config.padding,pipeline.CreateNNModelTask.model.layers.3.config.strides.1,pipeline.CreateNNModelTask.model.layers.3.config.strides.2,pipeline.CreateNNModelTask.model.layers.3.config.data_format,pipeline.CreateNNModelTask.model.layers.4.class_name,pipeline.CreateNNModelTask.model.layers.4.config.name,pipeline.CreateNNModelTask.model.layers.4.config.trainable,pipeline.CreateNNModelTask.model.layers.4.config.dtype,pipeline.CreateNNModelTask.model.layers.4.config.filters,pipeline.CreateNNModelTask.model.layers.4.config.kernel_size.1,pipeline.CreateNNModelTask.model.layers.4.config.kernel_size.2,pipeline.CreateNNModelTask.model.layers.4.config.strides.1,pipeline.CreateNNModelTask.model.layers.4.config.strides.2,pipeline.CreateNNModelTask.model.layers.4.config.padding,pipeline.CreateNNModelTask.model.layers.4.config.data_format,pipeline.CreateNNModelTask.model.layers.4.config.dilation_rate.1,pipeline.CreateNNModelTask.model.layers.4.config.dilation_rate.2,pipeline.CreateNNModelTask.model.layers.4.config.groups,pipeline.CreateNNModelTask.model.layers.4.config.activation,pipeline.CreateNNModelTask.model.layers.4.config.use_bias,pipeline.CreateNNModelTask.model.layers.4.config.kernel_initializer.class_name,pipeline.CreateNNModelTask.model.layers.4.config.bias_initializer.class_name,pipeline.CreateNNModelTask.model.layers.5.class_name,pipeline.CreateNNModelTask.model.layers.5.config.name,pipeline.CreateNNModelTask.model.layers.5.config.trainable,pipeline.CreateNNModelTask.model.layers.5.config.dtype,pipeline.CreateNNModelTask.model.layers.5.config.pool_size.1,pipeline.CreateNNModelTask.model.layers.5.config.pool_size.2,pipeline.CreateNNModelTask.model.layers.5.config.padding,pipeline.CreateNNModelTask.model.layers.5.config.strides.1,pipeline.CreateNNModelTask.model.layers.5.config.strides.2,pipeline.CreateNNModelTask.model.layers.5.config.data_format,pipeline.CreateNNModelTask.model.layers.6.class_name,pipeline.CreateNNModelTask.model.layers.6.config.name,pipeline.CreateNNModelTask.model.layers.6.config.trainable,pipeline.CreateNNModelTask.model.layers.6.config.dtype,pipeline.CreateNNModelTask.model.layers.6.config.data_format,pipeline.CreateNNModelTask.model.layers.7.class_name,pipeline.CreateNNModelTask.model.layers.7.config.name,pipeline.CreateNNModelTask.model.layers.7.config.trainable,pipeline.CreateNNModelTask.model.layers.7.config.dtype,pipeline.CreateNNModelTask.model.layers.7.config.units,pipeline.CreateNNModelTask.model.layers.7.config.activation,pipeline.CreateNNModelTask.model.layers.7.config.use_bias,pipeline.CreateNNModelTask.model.layers.7.config.kernel_initializer.class_name,pipeline.CreateNNModelTask.model.layers.7.config.bias_initializer.class_name,pipeline.CreateNNModelTask.model.layers.8.class_name,pipeline.CreateNNModelTask.model.layers.8.config.name,pipeline.CreateNNModelTask.model.layers.8.config.trainable,pipeline.CreateNNModelTask.model.layers.8.config.dtype,pipeline.CreateNNModelTask.model.layers.8.config.rate,pipeline.CreateNNModelTask.model.layers.9.class_name,pipeline.CreateNNModelTask.model.layers.9.config.name,pipeline.CreateNNModelTask.model.layers.9.config.trainable,pipeline.CreateNNModelTask.model.layers.9.config.dtype,pipeline.CreateNNModelTask.model.layers.9.config.units,pipeline.CreateNNModelTask.model.layers.9.config.activation,pipeline.CreateNNModelTask.model.layers.9.config.use_bias,pipeline.CreateNNModelTask.model.layers.9.config.kernel_initializer.class_name,pipeline.CreateNNModelTask.model.layers.9.config.bias_initializer.class_name,pipeline.CreateNNModelTask.prepare_args.new_dim_size,pipeline.TrainNNModelTask,pipeline.TrainNNModelTask.epochs,pipeline.TrainNNModelTask.save_every,pipeline.RecognizeNNTask,pipeline.RecognizeNNTask.validate.AudioLoadTask,pipeline.RecognizeNNTask.validate.AudioLoadTask.mdb,pipeline.RecognizeNNTask.validate.AudioLoadTask.dataset_name,pipeline.RecognizeNNTask.validate.AudioLoadTask.source,pipeline.RecognizeNNTask.validate.ExtractLabelPartsTask,pipeline.RecognizeNNTask.validate.ExtractLabelPartsTask.fixed_length,pipeline.RecognizeNNTask.validate.ExtractLabelPartsTask.padded_left,pipeline.RecognizeNNTask.validate.CreateSpectrogramTask,pipeline.RecognizeNNTask.validate.CreateSpectrogramTask.sampling_rate,pipeline.RecognizeNNTask.validate.CreateSpectrogramTask.x_pixels_per_sec,pipeline.RecognizeNNTask.validate.CreateSpectrogramTask.height,pipeline.RecognizeNNTask.validate.CreateSpectrogramTask.window,pipeline.RecognizeNNTask.validate.ExtractHOGHWRecogTask,pipeline.RecognizeNNTask.validate.KFoldSeparationTask,pipeline.RecognizeNNTask.validate.KFoldSeparationTask.k,pipeline.RecognizeNNTask.validate.KFoldSeparationTask.val_bins,pipeline.RecognizeNNTask.validate.KFoldSeparationTask.test_bins,pipeline.RecognizeNNTask.validate.KFoldSeparationTask.n,pipeline.RecognizeNNTask.model_path,pipeline.ExtractionJSONTask
nn_cnn_2d_sct_left_padded_nrs0xpps2000h256_hog_100_3d/147a69984e6486365ab69fcf4633ccd51e9b59b6/rec/rec_682f19b27a3c788ca7d1d055b7fc3a14140a143a_e34.report,2020-12-22T14:26:16Z,0.7045454545454546,1.070471778910659,93,39,132,16,6,24,6,16,2,11,11,6,22,0,0,19,3,2,19,3,5,Linux,Linux-3.10.0-1127.19.1.el7.x86_64-x86_64-with-glibc2.10,14.4.2,"openjdk version ""1.8.0_262""",OpenJDK Runtime Environment (build 1.8.0_262-b10),"OpenJDK 64-Bit Server VM (build 25.262-b10, mixed mode)",2.4.0,2.3.1,"device: 0, name: Tesla P100-PCIE-12GB, pci bus id: 0000:04:00.0, compute capability: 6.0, device: 1, name: Tesla P100-PCIE-12GB, pci bus id: 0000:08:00.0, compute capability: 6.0",1,simple_call_test/metadata.json,simple_call_test,simple_call_test/audio,2,True,True,3,500000,2000,256,Ham,4,5,8,1,2,7,6,cnn_2d_sct_left_padded_nrs0xpps2000h256_hog_100_3d,sequential,InputLayer,194,24,12,float32,False,False,conv2d_input,Conv2D,conv2d,True,194,24,12,float32,32,3,3,1,1,valid,channels_last,1,1,1,relu,True,GlorotUniform,Zeros,MaxPooling2D,max_pooling2d,True,float32,2,2,valid,2,2,channels_last,Conv2D,conv2d_1,True,float32,64,3,3,1,1,valid,channels_last,1,1,1,relu,True,GlorotUniform,Zeros,MaxPooling2D,max_pooling2d_1,True,float32,2,2,valid,2,2,channels_last,Flatten,flatten,True,float32,channels_last,Dense,dense,True,float32,1024,relu,True,GlorotUniform,Zeros,Dropout,dropout,True,float32,0.5,Dense,dense_1,True,float32,6,softmax,True,GlorotUniform,Zeros,12,7,100,100,8,1,simple_call_test/metadata.json,simple_call_test,simple_call_test/audio,2,True,True,3,500000,2000,256,Ham,4,5,8,1,2,7,simple_call_test/models/nn_cnn_2d_sct_left_padded_nrs0xpps2000h256_hog_100_3d/147a69984e6486365ab69fcf4633ccd51e9b59b6/best_val_acc_e034_v0.8182.h5,9
