"sep=,"
id,timestamp,val_acc_m,val_acc_d,val_loss_m,val_loss_d,test_acc_m,test_acc_d,test_loss_m,test_loss_d,epoch_m,epoch_d,env.os,env.platform,env.sox,env.java.1,env.java.2,env.java.3,env.keras,env.tf,env.gpu,pipeline.AudioLoadTask,pipeline.AudioLoadTask.mdb,pipeline.AudioLoadTask.dataset_name,pipeline.AudioLoadTask.source,pipeline.ExtractLabelPartsTask,pipeline.ExtractLabelPartsTask.fixed_length,pipeline.CreateSpectrogramTask,pipeline.CreateSpectrogramTask.sampling_rate,pipeline.CreateSpectrogramTask.x_pixels_per_sec,pipeline.CreateSpectrogramTask.height,pipeline.CreateSpectrogramTask.window,pipeline.ExtractPixelsTask,pipeline.KFoldSeparationTask,pipeline.KFoldSeparationTask.k,pipeline.KFoldSeparationTask.val_bins,pipeline.KFoldSeparationTask.test_bins,pipeline.ParallelTask,pipeline.ParallelTask.action,pipeline.ParallelTask.kwargs.name,pipeline.ParallelTask.kwargs.model.name,pipeline.ParallelTask.kwargs.model.layers.1.class_name,pipeline.ParallelTask.kwargs.model.layers.1.config.batch_input_shape.3,pipeline.ParallelTask.kwargs.model.layers.1.config.dtype,pipeline.ParallelTask.kwargs.model.layers.1.config.sparse,pipeline.ParallelTask.kwargs.model.layers.1.config.ragged,pipeline.ParallelTask.kwargs.model.layers.1.config.name,pipeline.ParallelTask.kwargs.model.layers.2.class_name,pipeline.ParallelTask.kwargs.model.layers.2.config.name,pipeline.ParallelTask.kwargs.model.layers.2.config.trainable,pipeline.ParallelTask.kwargs.model.layers.2.config.dtype,pipeline.ParallelTask.kwargs.model.layers.2.config.return_sequences,pipeline.ParallelTask.kwargs.model.layers.2.config.return_state,pipeline.ParallelTask.kwargs.model.layers.2.config.go_backwards,pipeline.ParallelTask.kwargs.model.layers.2.config.stateful,pipeline.ParallelTask.kwargs.model.layers.2.config.unroll,pipeline.ParallelTask.kwargs.model.layers.2.config.time_major,pipeline.ParallelTask.kwargs.model.layers.2.config.units,pipeline.ParallelTask.kwargs.model.layers.2.config.activation,pipeline.ParallelTask.kwargs.model.layers.2.config.recurrent_activation,pipeline.ParallelTask.kwargs.model.layers.2.config.use_bias,pipeline.ParallelTask.kwargs.model.layers.2.config.kernel_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.2.config.recurrent_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.2.config.recurrent_initializer.config.gain,pipeline.ParallelTask.kwargs.model.layers.2.config.bias_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.2.config.unit_forget_bias,pipeline.ParallelTask.kwargs.model.layers.2.config.dropout,pipeline.ParallelTask.kwargs.model.layers.2.config.recurrent_dropout,pipeline.ParallelTask.kwargs.model.layers.2.config.implementation,pipeline.ParallelTask.kwargs.model.layers.3.class_name,pipeline.ParallelTask.kwargs.model.layers.3.config.name,pipeline.ParallelTask.kwargs.model.layers.3.config.trainable,pipeline.ParallelTask.kwargs.model.layers.3.config.dtype,pipeline.ParallelTask.kwargs.model.layers.3.config.return_sequences,pipeline.ParallelTask.kwargs.model.layers.3.config.return_state,pipeline.ParallelTask.kwargs.model.layers.3.config.go_backwards,pipeline.ParallelTask.kwargs.model.layers.3.config.stateful,pipeline.ParallelTask.kwargs.model.layers.3.config.unroll,pipeline.ParallelTask.kwargs.model.layers.3.config.time_major,pipeline.ParallelTask.kwargs.model.layers.3.config.units,pipeline.ParallelTask.kwargs.model.layers.3.config.activation,pipeline.ParallelTask.kwargs.model.layers.3.config.recurrent_activation,pipeline.ParallelTask.kwargs.model.layers.3.config.use_bias,pipeline.ParallelTask.kwargs.model.layers.3.config.kernel_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.3.config.recurrent_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.3.config.recurrent_initializer.config.gain,pipeline.ParallelTask.kwargs.model.layers.3.config.bias_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.3.config.unit_forget_bias,pipeline.ParallelTask.kwargs.model.layers.3.config.dropout,pipeline.ParallelTask.kwargs.model.layers.3.config.recurrent_dropout,pipeline.ParallelTask.kwargs.model.layers.3.config.implementation,pipeline.ParallelTask.kwargs.model.layers.4.class_name,pipeline.ParallelTask.kwargs.model.layers.4.config.name,pipeline.ParallelTask.kwargs.model.layers.4.config.trainable,pipeline.ParallelTask.kwargs.model.layers.4.config.dtype,pipeline.ParallelTask.kwargs.model.layers.4.config.units,pipeline.ParallelTask.kwargs.model.layers.4.config.activation,pipeline.ParallelTask.kwargs.model.layers.4.config.use_bias,pipeline.ParallelTask.kwargs.model.layers.4.config.kernel_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.4.config.bias_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.5.class_name,pipeline.ParallelTask.kwargs.model.layers.5.config.name,pipeline.ParallelTask.kwargs.model.layers.5.config.trainable,pipeline.ParallelTask.kwargs.model.layers.5.config.dtype,pipeline.ParallelTask.kwargs.model.layers.5.config.rate,pipeline.ParallelTask.kwargs.model.layers.6.class_name,pipeline.ParallelTask.kwargs.model.layers.6.config.name,pipeline.ParallelTask.kwargs.model.layers.6.config.trainable,pipeline.ParallelTask.kwargs.model.layers.6.config.dtype,pipeline.ParallelTask.kwargs.model.layers.6.config.units,pipeline.ParallelTask.kwargs.model.layers.6.config.activation,pipeline.ParallelTask.kwargs.model.layers.6.config.use_bias,pipeline.ParallelTask.kwargs.model.layers.6.config.kernel_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.6.config.bias_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.7.class_name,pipeline.ParallelTask.kwargs.model.layers.7.config.name,pipeline.ParallelTask.kwargs.model.layers.7.config.trainable,pipeline.ParallelTask.kwargs.model.layers.7.config.dtype,pipeline.ParallelTask.kwargs.model.layers.7.config.rate,pipeline.ParallelTask.kwargs.model.layers.8.class_name,pipeline.ParallelTask.kwargs.model.layers.8.config.name,pipeline.ParallelTask.kwargs.model.layers.8.config.trainable,pipeline.ParallelTask.kwargs.model.layers.8.config.dtype,pipeline.ParallelTask.kwargs.model.layers.8.config.units,pipeline.ParallelTask.kwargs.model.layers.8.config.activation,pipeline.ParallelTask.kwargs.model.layers.8.config.use_bias,pipeline.ParallelTask.kwargs.model.layers.8.config.kernel_initializer.class_name,pipeline.ParallelTask.kwargs.model.layers.8.config.bias_initializer.class_name,pipeline.ParallelTask.kwargs.prepare_args.variable_length,pipeline.ParallelTask.kwargs.prepare_args.add_dim,pipeline.ParallelTask.pfl_suffix,pipeline.ParallelTask.pfl_inject.validate,pipeline.ParallelTask.kwargs.epochs,pipeline.ParallelTask.kwargs.save_every,pipeline.ParallelTask.kwargs.validate.AudioLoadTask,pipeline.ParallelTask.kwargs.validate.AudioLoadTask.mdb,pipeline.ParallelTask.kwargs.validate.AudioLoadTask.dataset_name,pipeline.ParallelTask.kwargs.validate.AudioLoadTask.source,pipeline.ParallelTask.kwargs.validate.ExtractLabelPartsTask,pipeline.ParallelTask.kwargs.validate.ExtractLabelPartsTask.fixed_length,pipeline.ParallelTask.kwargs.validate.CreateSpectrogramTask,pipeline.ParallelTask.kwargs.validate.CreateSpectrogramTask.sampling_rate,pipeline.ParallelTask.kwargs.validate.CreateSpectrogramTask.x_pixels_per_sec,pipeline.ParallelTask.kwargs.validate.CreateSpectrogramTask.height,pipeline.ParallelTask.kwargs.validate.CreateSpectrogramTask.window,pipeline.ParallelTask.kwargs.validate.ExtractPixelsTask,pipeline.ParallelTask.kwargs.validate.KFoldSeparationTask,pipeline.ParallelTask.kwargs.validate.KFoldSeparationTask.k,pipeline.ParallelTask.kwargs.validate.KFoldSeparationTask.val_bins,pipeline.ParallelTask.kwargs.validate.KFoldSeparationTask.test_bins,pipeline.ParallelTask.kwargs.validate.KFoldSeparationTask.n,pipeline.ParallelTask.kwargs.model_path,pipeline.ParallelTask.pfl_inject.testing,pipeline.KFoldNNMergingTask,pipeline.KFoldNNMergingTask.report_name.1,val_acc.1,val_acc.2,val_acc.3,val_acc.4,val_acc.5,val_acc.6,val_acc.7,val_acc.8,val_loss.1,val_loss.2,val_loss.3,val_loss.4,val_loss.5,val_loss.6,val_loss.7,val_loss.8,test_acc.1,test_acc.2,test_acc.3,test_acc.4,test_acc.5,test_acc.6,test_acc.7,test_acc.8,test_loss.1,test_loss.2,test_loss.3,test_loss.4,test_loss.5,test_loss.6,test_loss.7,test_loss.8,epoch.1,epoch.2,epoch.3,epoch.4,epoch.5,epoch.6,epoch.7,epoch.8
nn_lstm_sct_vl_xpps5000_h512_raw_100/k-fold_4f1a-c7dd-6ede-122e-38ee-793e-8b5b-62b7/rec_k8_v1t2_e100_bva.report,2020-11-12T02:26:42Z,0.69696969535,0.01983798410577215,4.0402708351625,1.9143664422094053,0.6448863636363636,0.03015045463557279,1.8151732239551666,0.7555158646366035,29.5,19.44222209522358,Linux,Linux-3.10.0-1127.19.1.el7.x86_64-x86_64-with-glibc2.10,14.4.2,"openjdk version ""1.8.0_262""",OpenJDK Runtime Environment (build 1.8.0_262-b10),"OpenJDK 64-Bit Server VM (build 25.262-b10, mixed mode)",2.4.0,2.3.1,"device: 0, name: Tesla P100-PCIE-12GB, pci bus id: 0000:04:00.0, compute capability: 6.0",1,simple_call_test/metadata.json,simple_call_test,simple_call_test/audio,2,False,3,500000,5000,512,Ham,4,5,8,1,2,8,recognize_best_val_acc,lstm_sct_vl_xpps5000_h512_raw_100,sequential,InputLayer,512,float32,False,True,input_1,LSTM,lstm,True,float32,True,False,False,False,False,False,256,tanh,sigmoid,True,GlorotUniform,Orthogonal,1.0,Zeros,True,0.0,0.0,2,LSTM,lstm_1,True,float32,False,False,False,False,False,False,256,tanh,sigmoid,True,GlorotUniform,Orthogonal,1.0,Zeros,True,0.0,0.0,2,Dense,dense,True,float32,1024,linear,True,GlorotUniform,Zeros,Dropout,dropout,True,float32,0.5,Dense,dense_1,True,float32,1024,linear,True,GlorotUniform,Zeros,Dropout,dropout_1,True,float32,0.5,Dense,dense_2,True,float32,6,softmax,True,GlorotUniform,Zeros,True,False,_bva,val,100,100,1,simple_call_test/metadata.json,simple_call_test,simple_call_test/audio,2,False,3,500000,5000,512,Ham,4,5,8,1,2,0,simple_call_test/models/nn_lstm_sct_vl_xpps5000_h512_raw_100/4f1ab1bbc2c86eb4ed591dc526b124c5a4e3b8f6/best_val_acc_e046_v0.6667.h5,test,9,testing_sct_vl,0.6666666865,0.6818181872,0.6818181872,0.6969696879,0.6969696879,0.7121211886,0.7272727489,0.7121211886,6.8970022202,5.1461629868,2.1714274883,2.4990744591,4.5668234825,2.2494533062,2.5706951618,6.2215275764,0.6742424242424242,0.6893939393939394,0.6060606060606061,0.6136363636363636,0.6515151515151515,0.6287878787878788,0.6666666666666666,0.6287878787878788,2.4826764196938287,1.2694676711788093,1.2642252234763942,1.4842406490445867,1.719187445229158,1.737118248925416,1.189620075932598,3.374850058160542,46,31,13,17,22,20,17,70
